Locality_A;Locality_B;hodnota;guild;distance;Index
Ohu1;Ohu2;0.368289637952559;Caterpillars - subsampled;0;Bray-Curtis
Ohu1;Utai;0.70814479638009;Caterpillars - subsampled;498.6813381;Bray-Curtis
Ohu1;Wamangu;0.651629072681704;Caterpillars - subsampled;276.383076;Bray-Curtis
Ohu1;Wanang;0.8;Caterpillars - subsampled;55.5963261;Bray-Curtis
Ohu1;Yapsiei;0.699867197875166;Caterpillars - subsampled;513.0151492;Bray-Curtis
Ohu2;Elem;0.55;Caterpillars - subsampled;201.258343;Bray-Curtis
Ohu2;Morox;0.542328042328042;Caterpillars - subsampled;221.2815185;Bray-Curtis
Ohu2;Niksek;0.709043250327654;Caterpillars - subsampled;354.2902715;Bray-Curtis
Ohu2;Ohu1;0.368289637952559;Caterpillars - subsampled;0;Bray-Curtis
Ohu2;Utai;0.683599419448476;Caterpillars - subsampled;498.6813381;Bray-Curtis
Ohu2;Wamangu;0.615257048092869;Caterpillars - subsampled;276.383076;Bray-Curtis
Ohu2;Wanang;0.731764705882353;Caterpillars - subsampled;55.5963261;Bray-Curtis
Ohu2;Yapsiei;0.695340501792115;Caterpillars - subsampled;513.0151492;Bray-Curtis
Utai;Elem;0.641207815275311;Caterpillars - subsampled;303.431804;Bray-Curtis
Utai;Morox;0.66150178784267;Caterpillars - subsampled;287.9158341;Bray-Curtis
Utai;Niksek;0.550827423167849;Caterpillars - subsampled;179.5646836;Bray-Curtis
Utai;Ohu1;0.70814479638009;Caterpillars - subsampled;498.6813381;Bray-Curtis
Utai;Ohu2;0.683599419448476;Caterpillars - subsampled;498.6813381;Bray-Curtis
Utai;Wamangu;0.553935860058309;Caterpillars - subsampled;233.8469256;Bray-Curtis
Utai;Wanang;0.732283464566929;Caterpillars - subsampled;448.3681427;Bray-Curtis
Utai;Yapsiei;0.594383775351014;Caterpillars - subsampled;147.8936648;Bray-Curtis
Wamangu;Elem;0.534591194968553;Caterpillars - subsampled;117.5739756;Bray-Curtis
Wamangu;Morox;0.51394422310757;Caterpillars - subsampled;55.84802219;Bray-Curtis
Wamangu;Niksek;0.605263157894737;Caterpillars - subsampled;160.0472464;Bray-Curtis
Wamangu;Ohu1;0.651629072681704;Caterpillars - subsampled;276.383076;Bray-Curtis
Wamangu;Ohu2;0.615257048092869;Caterpillars - subsampled;276.383076;Bray-Curtis
Wamangu;Utai;0.553935860058309;Caterpillars - subsampled;233.8469256;Bray-Curtis
Wamangu;Wanang;0.672985781990521;Caterpillars - subsampled;233.0409132;Bray-Curtis
Wamangu;Yapsiei;0.607207207207207;Caterpillars - subsampled;298.4922871;Bray-Curtis
Wanang;Elem;0.632107023411371;Caterpillars - subsampled;147.5878248;Bray-Curtis
Wanang;Morox;0.76;Caterpillars - subsampled;180.1038462;Bray-Curtis
Wanang;Niksek;0.728522336769759;Caterpillars - subsampled;299.5385578;Bray-Curtis
Wanang;Ohu1;0.8;Caterpillars - subsampled;55.5963261;Bray-Curtis
Wanang;Ohu2;0.731764705882353;Caterpillars - subsampled;55.5963261;Bray-Curtis
Wanang;Utai;0.732283464566929;Caterpillars - subsampled;448.3681427;Bray-Curtis
Wanang;Wamangu;0.672985781990521;Caterpillars - subsampled;233.0409132;Bray-Curtis
Wanang;Yapsiei;0.63395225464191;Caterpillars - subsampled;457.8881304;Bray-Curtis
Yapsiei;Elem;0.601851851851852;Caterpillars - subsampled;313.4830669;Bray-Curtis
Yapsiei;Morox;0.655367231638418;Caterpillars - subsampled;340.1027542;Bray-Curtis
Yapsiei;Niksek;0.538461538461538;Caterpillars - subsampled;159.5281216;Bray-Curtis
Yapsiei;Ohu1;0.699867197875166;Caterpillars - subsampled;513.0151492;Bray-Curtis
Yapsiei;Ohu2;0.695340501792115;Caterpillars - subsampled;513.0151492;Bray-Curtis
Yapsiei;Utai;0.594383775351014;Caterpillars - subsampled;147.8936648;Bray-Curtis
Yapsiei;Wamangu;0.607207207207207;Caterpillars - subsampled;298.4922871;Bray-Curtis
Yapsiei;Wanang;0.63395225464191;Caterpillars - subsampled;457.8881304;Bray-Curtis
