obs_id	proj_code	locality	CAT_sp	specificity_cat	fifty	remove_cat	singlecat	cat_5	plant	common_plants_only	five	PLANT_sp	obs_date	guild	para_obs_id	para_specimen_no	USNMNM	PAR_sp	plus	GENERAL	rarity	Par_remove	singlepara_1	host_sp	source_obs_id	family_par	specificity_par
357217	BETADIV	Yapsiei	Meekiaria purpurea		1	0	0	1	PYB	No	0	Psychotria cf. hollandiae	26.01.2004	PAR	365408	US00454280	USNM00454280	AGAT001	0	GEN	1	0	0		88605	Braconidae	
357160	BETADIV	Yapsiei	Meekiaria purpurea		1	0	0	1	PYB	No	0	Psychotria cf. hollandiae	23.02.2004	PAR	365351	US00454223	USNM00454223	AGAT001	0	GEN	1	0	0		88548	Braconidae	
357269	BETADIV	Yapsiei	Nothomastix klossi		0	0	0	1	PYR	No	0	Psychotria aff. ectasiphylla	12.03.2004	PAR	365460	US00455187	USNM00455187	AGAT001	0	GEN	1	0	0		88944	Braconidae	
357093	BETADIV	Yapsiei	Meekiaria sp. BOLD:AAA3374		1	0	0	1	PYR	No	0	Psychotria aff. ectasiphylla	11.03.2004	PAR	365284	US00454156	USNM00454156	AGAT001	0	GEN	1	0	0		88481	Braconidae	
356249	BETADIV	Wanang	Mellea ordinaria complex		1	0	0	1	MAF	Yes	0	Macaranga cf. brachytricha	21.01.2003	PAR	364440	US00211813	USNM00211813	AGAT010	0	MONO	1	0	1		66550	Braconidae	
355977	BETADIV	Wanang	Loboschiza sp. AAI1072		1	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	11.12.2002	PAR	364168	US00209075	USNM00209075	AGAT013	0	GEN	1	0	0		58966	Braconidae	
357859	HS-CATS	Ohu2	Dudua n. sp. nr. aprobola		1	0	0	1	SRB	Yes	0	Syzygium sp.	29.09.2004	PAR	366050	US00499279	USNM00499279	AGAT013	0	GEN	1	0	0		117616	Braconidae	
357175	BETADIV	Yapsiei	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	25.02.2004	PAR	365366	US00454238	USNM00454238	AGAT022	plus	GEN	0	0	0	1	88563	Braconidae	
358232	HS-CATS	Ohu1	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	23.06.2004	PAR	366423	US00506210	USNM00506210	AGAT022	plus	GEN	0	0	0	1	123541	Braconidae	
359561	HS-CATS	Ohu2	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	16.10.2004	PAR	367752	US00510055	USNM00510055	AGAT022	plus	GEN	0	0	0	1	142172	Braconidae	
358011	HS-CATS	Ohu1	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	03.08.2004	PAR	366202	US00497762	USNM00497762	AGAT022	plus	GEN	0	0	0	1	119780	Braconidae	
358016	HS-CATS	Ohu1	Talanga excelsalis		1	0	0	1	COP	Yes	0	Ficus copiosa	03.08.2004	PAR	366207	US00497650	USNM00497650	AGAT022	plus	GEN	0	0	0	1	119785	Braconidae	
359557	HS-CATS	Ohu2	Choreutis cf. anthorma		1	0	0	1	PHA	No	0	Ficus phaeosyce	17.11.2004	PAR	367748	US00510063	USNM00510063	AGAT022	plus	GEN	0	0	0	1	142168	Braconidae	
355984	BETADIV	Wanang	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	08.12.2002	PAR	364175	US00209082	USNM00209082	AGAT022	plus	GEN	0	0	0	1	58973	Braconidae	
355986	BETADIV	Wanang	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	02.12.2002	PAR	364177	US00209084	USNM00209084	AGAT022	plus	GEN	0	0	0	1	58975	Braconidae	
356001	BETADIV	Wanang	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	29.11.2002	PAR	364192	US00209099	USNM00209099	AGAT022	plus	GEN	0	0	0	1	58990	Braconidae	
356119	BETADIV	Elem	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	23.05.2003	PAR	364310	US00211683	USNM00211683	AGAT022	plus	GEN	0	0	0	1	66420	Braconidae	
357076	BETADIV	Yapsiei	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	19.02.2004	PAR	365267	US00454139	USNM00454139	AGAT022	plus	GEN	0	0	0	1	88464	Braconidae	
357162	BETADIV	Yapsiei	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	16.02.2004	PAR	365353	US00454225	USNM00454225	AGAT022	plus	GEN	0	0	0	1	88550	Braconidae	
357230	BETADIV	Yapsiei	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	17.03.2004	PAR	365421	US00454363	USNM00454363	AGAT022	plus	GEN	0	0	0	1	88697	Braconidae	
357239	BETADIV	Yapsiei	Talanga excelsalis		1	0	0	1	COP	Yes	0	Ficus copiosa	16.03.2004	PAR	365430	US00454372	USNM00454372	AGAT022	plus	GEN	0	0	0	1	88706	Braconidae	
357262	BETADIV	Yapsiei	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	18.03.2004	PAR	365453	US00455175	USNM00455175	AGAT022	plus	GEN	0	0	0	1	88729	Braconidae	
357291	BETADIV	Wanang	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	07.01.2003	PAR	365482	US00456869	USNM00456869	AGAT022	plus	GEN	0	0	0	1	100219	Braconidae	
358230	HS-CATS	Ohu1	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	23.06.2004	PAR	366421	US00506208	USNM00506208	AGAT022	plus	GEN	0	0	0	1	123539	Braconidae	
358894	BETADIV	Wamangu	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	14.02.2005	PAR	367085	US00504878	USNM00504878	AGAT022	plus	GEN	0	0	0	1	132231	Braconidae	
358905	BETADIV	Wamangu	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	10.03.2005	PAR	367096	US00504871	USNM00504871	AGAT022	plus	GEN	0	0	0	1	132242	Braconidae	
358909	BETADIV	Wamangu	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	24.03.2005	PAR	367100	US00504934	USNM00504934	AGAT022	plus	GEN	0	0	0	1	132246	Braconidae	
358911	BETADIV	Wamangu	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	11.03.2005	PAR	367102	US00504893	USNM00504893	AGAT022	plus	GEN	0	0	0	1	132248	Braconidae	
358998	BETADIV	Morox	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	22.06.2005	PAR	367189	US00645354	USNM00645354	AGAT022	plus	GEN	0	0	0	1	141312	Braconidae	
359373	BETADIV	Morox	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	22.06.2005	PAR	367564	US00645715	USNM00645715	AGAT022	plus	GEN	0	0	0	1	141776	Braconidae	
359375	BETADIV	Morox	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	27.06.2005	PAR	367566	US00645600	USNM00645600	AGAT022	plus	GEN	0	0	0	1	141778	Braconidae	
359504	BETADIV	Morox	Choreutis lutescens		1	0	0	1	COP	Yes	0	Ficus copiosa	13.08.2005	PAR	367695	US00640041	USNM00640041	AGAT022	plus	GEN	0	0	0	1	141907	Braconidae	
359560	HS-CATS	Ohu2	Choreutis cf. anthorma		1	0	0	1	COP	Yes	0	Ficus copiosa	10.11.2004	PAR	367751	US00510071	USNM00510071	AGAT022	plus	GEN	0	0	0	1	142171	Braconidae	
357843	HS-CATS	Ohu2	Brenthia JR37		1	0	0	1	DAM	No	1	Ficus dammaropsis	12.10.2004	PAR	366034	US00499515	USNM00499515	AGAT023	plus	GEN	0	0	0	1	117600	Braconidae	
357844	HS-CATS	Ohu2	Brenthia JR37		1	0	0	1	DAM	No	1	Ficus dammaropsis	08.10.2004	PAR	366035	US00499221	USNM00499221	AGAT023	plus	GEN	0	0	0	1	117601	Braconidae	
357845	HS-CATS	Ohu2	Brenthia JR37		1	0	0	1	DAM	No	1	Ficus dammaropsis	07.10.2004	PAR	366036	US00499222	USNM00499222	AGAT023	plus	GEN	0	0	0	1	117602	Braconidae	
357847	HS-CATS	Ohu2	Brenthia JR37		1	0	0	1	DAM	No	1	Ficus dammaropsis	07.10.2004	PAR	366038	US00499523	USNM00499523	AGAT023	plus	GEN	0	0	0	1	117604	Braconidae	
358018	HS-CATS	Ohu1	Brenthia JR37		1	0	0	1	DAM	No	1	Ficus dammaropsis	30.07.2004	PAR	366209	US00497636	USNM00497636	AGAT023	plus	GEN	0	0	0	1	119787	Braconidae	
358141	HS-CATS	Ohu1	Brenthia JR34		1	0	0	1	CON	Yes	0	Ficus conocephalifolia	13.07.2004	PAR	366332	US00505002	USNM00505002	AGAT023	plus	GEN	0	0	0	1	123449	Braconidae	
358163	HS-CATS	Ohu1	Brenthia JR37		1	0	0	1	DAM	No	1	Ficus dammaropsis	29.06.2004	PAR	366354	US00504976	USNM00504976	AGAT023	plus	GEN	0	0	0	1	123471	Braconidae	
358199	HS-CATS	Ohu1	Brenthia JR37		1	0	0	1	DAM	No	1	Ficus dammaropsis	05.07.2004	PAR	366390	US00506241	USNM00506241	AGAT023	plus	GEN	0	0	0	1	123508	Braconidae	
358217	HS-CATS	Ohu1	Brenthia JR37		1	0	0	1	DAM	No	1	Ficus dammaropsis	05.07.2004	PAR	366408	US00506223	USNM00506223	AGAT023	plus	GEN	0	0	0	1	123526	Braconidae	
359236	BETADIV	Morox	Brenthia JR37		1	0	0	1	DAM	No	1	Ficus dammaropsis	01.07.2005	PAR	367427	US00645526	USNM00645526	AGAT023	plus	GEN	0	0	0	1	141631	Braconidae	
356253	BETADIV	Wanang	Choreutis cf. anthorma		1	0	0	1	BER	Yes	1	Ficus hahliana	23.01.2003	PAR	364444	US00211817	USNM00211817	AGAT023	plus	GEN	0	0	0	1	66554	Braconidae	
357846	HS-CATS	Ohu2	Brenthia JR37		1	0	0	1	DAM	No	1	Ficus dammaropsis	07.10.2004	PAR	366037	US00499430	USNM00499430	AGAT023	plus	GEN	0	0	0	1	117603	Braconidae	
358017	HS-CATS	Ohu1	Brenthia JR54		1	0	0	1	DAM	No	1	Ficus dammaropsis	27.07.2004	PAR	366208	US00497695	USNM00497695	AGAT023	plus	GEN	0	0	0	1	119786	Braconidae	
358445	HS-CATS	Ohu2	Brenthia JR37		1	0	0	1	DAM	No	1	Ficus dammaropsis	22.09.2004	PAR	366636	US00503902	USNM00503902	AGAT023	plus	GEN	0	0	0	1	124944	Braconidae	
359095	BETADIV	Morox	Brenthia JR37		1	0	0	1	DAM	No	1	Ficus dammaropsis	26.07.2005	PAR	367286	US00641807	USNM00641807	AGAT023	plus	GEN	0	0	0	1	141410	Braconidae	
359238	BETADIV	Morox	Brenthia JR37		1	0	0	1	DAM	No	1	Ficus dammaropsis	03.08.2005	PAR	367429	US00645527	USNM00645527	AGAT023	plus	GEN	0	0	0	1	141633	Braconidae	
359246	BETADIV	Morox	Brenthia JR37		1	0	0	1	DAM	No	1	Ficus dammaropsis	08.07.2005	PAR	367437	US00645572	USNM00645572	AGAT023	plus	GEN	0	0	0	1	141641	Braconidae	
359464	BETADIV	Morox	Brenthia JR37		1	0	0	1	DAM	No	1	Ficus dammaropsis	19.07.2005	PAR	367655	US00644866	USNM00644866	AGAT023	plus	GEN	0	0	0	1	141867	Braconidae	
358215	HS-CATS	Ohu1	Pseudocera nr. trissosticha		1	0	0	1	SRB	Yes	0	Syzygium sp.	13.07.2004	PAR	366406	US00506221	USNM00506221	AGAT028	plus	GEN	0	0	0	1	123524	Braconidae	
358221	HS-CATS	Ohu1	Pseudocera nr. trissosticha		1	0	0	1	SRB	Yes	0	Syzygium sp.	14.07.2004	PAR	366412	US00506227	USNM00506227	AGAT028	plus	GEN	0	0	0	1	123530	Braconidae	
358091	HS-CATS	Ohu1	Pseudocera nr. trissosticha		1	0	0	1	SRB	Yes	0	Syzygium sp.	22.07.2004	PAR	366282	US00497299	USNM00497299	AGAT028	plus	GEN	0	0	0	1	119860	Braconidae	
358212	HS-CATS	Ohu1	Pseudocera nr. trissosticha		1	0	0	1	SRB	Yes	0	Syzygium sp.	14.07.2004	PAR	366403	US00506230	USNM00506230	AGAT028	plus	GEN	0	0	0	1	123521	Braconidae	
358213	HS-CATS	Ohu1	Pseudocera sp. AAB1481		0	0	0	1	SRB	Yes	0	Syzygium sp.	14.07.2004	PAR	366404	US00506231	USNM00506231	AGAT028	plus	GEN	0	0	0	1	123522	Braconidae	
358214	HS-CATS	Ohu1	Pseudocera nr. trissosticha		1	0	0	1	SRB	Yes	0	Syzygium sp.	14.07.2004	PAR	366405	US00506220	USNM00506220	AGAT028	plus	GEN	0	0	0	1	123523	Braconidae	
358090	HS-CATS	Ohu1	Agrotera ignepictoides		1	0	0	1	SRB	Yes	0	Syzygium sp.	21.07.2004	PAR	366281	US00497303	USNM00497303	AGAT028	plus	GEN	0	0	0	1	119859	Braconidae	
356660	BETADIV	Niksek	Nycteola nr. pseudoindica		0	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	23.09.2003	PAR	364851	US00269664	USNM00269664	AGAT028	plus	GEN	0	0	0	1	75859	Braconidae	
358973	BETADIV	Wamangu	Pseudocera nr. trissosticha		1	0	0	1	SRB	Yes	0	Syzygium sp.	18.03.2005	PAR	367164	US00503313	USNM00503313	AGAT028	plus	GEN	0	0	0	1	132310	Braconidae	
358974	BETADIV	Wamangu	Pseudocera nr. trissosticha		1	0	0	1	SRB	Yes	0	Syzygium sp.	24.03.2005	PAR	367165	US00504945	USNM00504945	AGAT028	plus	GEN	0	0	0	1	132311	Braconidae	
359175	BETADIV	Morox	Agrotera nr. effertalis		1	0	0	1	SRB	Yes	0	Syzygium sp.	18.07.2005	PAR	367366	US00645302	USNM00645302	AGAT028	plus	GEN	0	0	0	1	141490	Braconidae	
359184	BETADIV	Morox	Agrotera nr. effertalis		1	0	0	1	SRB	Yes	0	Syzygium sp.	20.07.2005	PAR	367375	US00645286	USNM00645286	AGAT028	plus	GEN	0	0	0	1	141499	Braconidae	
358486	HS-CATS	Ohu2	Holocola n. sp. AAC7734		0	0	0	1	SSW	No	0	Syzygium longipes	14.09.2004	PAR	366677	US00503899	USNM00503899	AGAT030	0	MONO	1	0	1		124985	Braconidae	
358587	HS-CATS	Ohu1	Brenthia JR54		1	0	0	1	PAR	Yes	0	Ficus pachyrrhachis	25.05.2004	PAR	366778	US00504047	USNM00504047	AGAT035	0	MONO	1	0	1		125086	Braconidae	
358558	HS-CATS	Ohu1	Brenthia JR54		1	0	0	1	PAR	Yes	0	Ficus pachyrrhachis	02.06.2004	PAR	366749	US00504090	USNM00504090	AGAT035	0	MONO	1	0	1		125057	Braconidae	
359118	BETADIV	Morox	Brenthia JR62		1	0	0	1	BER	Yes	1	Ficus hahliana	29.06.2005	PAR	367309	US00641819	USNM00641819	AGAT049	plus	GEN	0	0	0	1	141433	Braconidae	
359119	BETADIV	Morox	Brenthia JR62		1	0	0	1	BER	Yes	1	Ficus hahliana	20.07.2005	PAR	367310	US00641929	USNM00641929	AGAT049	plus	GEN	0	0	0	1	141434	Braconidae	
359121	BETADIV	Morox	Brenthia JR62		1	0	0	1	BER	Yes	1	Ficus hahliana	19.07.2005	PAR	367312	US00643658	USNM00643658	AGAT049	plus	GEN	0	0	0	1	141436	Braconidae	
359122	BETADIV	Morox	Brenthia JR62		1	0	0	1	BER	Yes	1	Ficus hahliana	19.07.2005	PAR	367313	US00641840	USNM00641840	AGAT049	plus	GEN	0	0	0	1	141437	Braconidae	
359123	BETADIV	Morox	Brenthia JR54		1	0	0	1	BER	Yes	1	Ficus hahliana	19.07.2005	PAR	367314	US00641816	USNM00641816	AGAT049	plus	GEN	0	0	0	1	141438	Braconidae	
359124	BETADIV	Morox	Brenthia JR62		1	0	0	1	BER	Yes	1	Ficus hahliana	28.06.2005	PAR	367315	US00641825	USNM00641825	AGAT049	plus	GEN	0	0	0	1	141439	Braconidae	
359128	BETADIV	Morox	Brenthia JR62		1	0	0	1	BER	Yes	1	Ficus hahliana	12.07.2005	PAR	367319	US00641803	USNM00641803	AGAT049	plus	GEN	0	0	0	1	141443	Braconidae	
359226	BETADIV	Morox	Brenthia JR54		1	0	0	1	BER	Yes	1	Ficus hahliana	29.06.2005	PAR	367417	US00641892	USNM00641892	AGAT049	plus	GEN	0	0	0	1	141541	Braconidae	
359228	BETADIV	Morox	Brenthia JR62		1	0	0	1	BER	Yes	1	Ficus hahliana	30.06.2005	PAR	367419	US00645498	USNM00645498	AGAT049	plus	GEN	0	0	0	1	141543	Braconidae	
359230	BETADIV	Morox	Brenthia JR54		1	0	0	1	BER	Yes	1	Ficus hahliana	14.07.2005	PAR	367421	US00645495	USNM00645495	AGAT049	plus	GEN	0	0	0	1	141545	Braconidae	
359362	BETADIV	Morox	Brenthia JR62		1	0	0	1	BER	Yes	1	Ficus hahliana	30.06.2005	PAR	367553	US00645616	USNM00645616	AGAT049	plus	GEN	0	0	0	1	141765	Braconidae	
359363	BETADIV	Morox	Brenthia JR62		1	0	0	1	BER	Yes	1	Ficus hahliana	28.06.2005	PAR	367554	US00645696	USNM00645696	AGAT049	plus	GEN	0	0	0	1	141766	Braconidae	
359438	BETADIV	Morox	Brenthia JR54		1	0	0	1	BER	Yes	1	Ficus hahliana	30.06.2005	PAR	367629	US00645671	USNM00645671	AGAT049	plus	GEN	0	0	0	1	141841	Braconidae	
359439	BETADIV	Morox	Brenthia JR62		1	0	0	1	BER	Yes	1	Ficus hahliana	29.06.2005	PAR	367630	US00645706	USNM00645706	AGAT049	plus	GEN	0	0	0	1	141842	Braconidae	
359440	BETADIV	Morox	Brenthia JR62		1	0	0	1	BER	Yes	1	Ficus hahliana	29.06.2005	PAR	367631	US00645665	USNM00645665	AGAT049	plus	GEN	0	0	0	1	141843	Braconidae	
359441	BETADIV	Morox	Brenthia JR62		1	0	0	1	BER	Yes	1	Ficus hahliana	10.08.2005	PAR	367632	US00644829	USNM00644829	AGAT049	plus	GEN	0	0	0	1	141844	Braconidae	
359443	BETADIV	Morox	Brenthia JR62		1	0	0	1	BER	Yes	1	Ficus hahliana	08.08.2005	PAR	367634	US00644828	USNM00644828	AGAT049	plus	GEN	0	0	0	1	141846	Braconidae	
359444	BETADIV	Morox	Brenthia JR62		1	0	0	1	BER	Yes	1	Ficus hahliana	12.08.2005	PAR	367635	US00644857	USNM00644857	AGAT049	plus	GEN	0	0	0	1	141847	Braconidae	
359445	BETADIV	Morox	Brenthia sp. AAI3833		0	0	0	1	BER	Yes	1	Ficus hahliana	13.08.2005	PAR	367636	US00643704	USNM00643704	AGAT049	plus	GEN	0	0	0	1	141848	Braconidae	
359446	BETADIV	Morox	Brenthia JR62		1	0	0	1	BER	Yes	1	Ficus hahliana	12.08.2005	PAR	367637	US00644836	USNM00644836	AGAT049	plus	GEN	0	0	0	1	141849	Braconidae	
359448	BETADIV	Morox	Brenthia JR62		1	0	0	1	BER	Yes	1	Ficus hahliana	13.08.2005	PAR	367639	US00640032	USNM00640032	AGAT049	plus	GEN	0	0	0	1	141851	Braconidae	
359452	BETADIV	Morox	Brenthia JR62		1	0	0	1	BER	Yes	1	Ficus hahliana	10.08.2005	PAR	367643	US00640039	USNM00640039	AGAT049	plus	GEN	0	0	0	1	141855	Braconidae	
359453	BETADIV	Morox	Brenthia JR62		1	0	0	1	BER	Yes	1	Ficus hahliana	11.08.2005	PAR	367644	US00644850	USNM00644850	AGAT049	plus	GEN	0	0	0	1	141856	Braconidae	
359455	BETADIV	Morox	Brenthia JR54		1	0	0	1	BER	Yes	1	Ficus hahliana	10.08.2005	PAR	367646	US00645721	USNM00645721	AGAT049	plus	GEN	0	0	0	1	141858	Braconidae	
359129	BETADIV	Morox	Brenthia JR54		1	0	0	1	BER	Yes	1	Ficus hahliana	14.07.2005	PAR	367320	US00641829	USNM00641829	AGAT049	plus	GEN	0	0	0	1	141444	Braconidae	
359361	BETADIV	Morox	Brenthia JR62		1	0	0	1	BER	Yes	1	Ficus hahliana	29.06.2005	PAR	367552	US00645633	USNM00645633	AGAT049	plus	GEN	0	0	0	1	141764	Braconidae	
359449	BETADIV	Morox	Brenthia JR54		1	0	0	1	BER	Yes	1	Ficus hahliana	13.08.2005	PAR	367640	US00645723	USNM00645723	AGAT049	plus	GEN	0	0	0	1	141852	Braconidae	
359450	BETADIV	Morox	Brenthia JR62		1	0	0	1	BER	Yes	1	Ficus hahliana	29.06.2005	PAR	367641	US00644837	USNM00644837	AGAT049	plus	GEN	0	0	0	1	141853	Braconidae	
359451	BETADIV	Morox	Brenthia JR54		1	0	0	1	BER	Yes	1	Ficus hahliana	19.07.2005	PAR	367642	US00644833	USNM00644833	AGAT049	plus	GEN	0	0	0	1	141854	Braconidae	
357061	BETADIV	Yapsiei	Meekiaria purpurea		1	0	0	1	MAX	Yes	1	Macaranga clavata	20.02.2004	PAR	365252	US00454124	USNM00454124	AGAT052	0	MONO	1	0	1		88449	Braconidae	
357327	BETADIV	Utai	Unadophanes trissomita		1	0	0	1	MAA	Yes	0	Macaranga aleuritoides	10.07.2004	PAR	365518	US00491782	USNM00491782	AGAT054	0	GEN	1	0	0		108365	Braconidae	
357328	BETADIV	Utai	Unadophanes trissomita		1	0	0	1	MAA	Yes	0	Macaranga aleuritoides	21.07.2004	PAR	365519	US00491783	USNM00491783	AGAT054	0	GEN	1	0	0		108366	Braconidae	
357706	BETADIV	Utai	Brenthia JR22		1	0	0	1	MAA	Yes	0	Macaranga aleuritoides	16.06.2004	PAR	365897	US00492647	USNM00492647	AGAT054	0	GEN	1	0	0		108746	Braconidae	
359432	BETADIV	Morox	Dichomeris sp. XXXX068		1	0	0	1	MAF	Yes	0	Macaranga cf. brachytricha	08.08.2005	PAR	367623	US00644868	USNM00644868	AGAT054	0	GEN	1	0	0		141835	Braconidae	
359430	BETADIV	Morox	Addaea pusilla		1	0	0	1	MAF	Yes	0	Macaranga cf. brachytricha	08.08.2005	PAR	367621	US00645687	USNM00645687	AGAT055	plus	GEN	0	0	0	1	141833	Braconidae	
359436	BETADIV	Morox	Addaea pusilla		1	0	0	1	MAF	Yes	0	Macaranga cf. brachytricha	08.08.2005	PAR	367627	US00644831	USNM00644831	AGAT055	plus	GEN	0	0	0	1	141839	Braconidae	
356246	BETADIV	Wanang	Addaea pusilla		1	0	0	1	MAF	Yes	0	Macaranga cf. brachytricha	28.01.2003	PAR	364437	US00211810	USNM00211810	AGAT055	plus	GEN	0	0	0	1	66547	Braconidae	
356247	BETADIV	Wanang	Addaea pusilla		1	0	0	1	MAF	Yes	0	Macaranga cf. brachytricha	20.01.2003	PAR	364438	US00211811	USNM00211811	AGAT055	plus	GEN	0	0	0	1	66548	Braconidae	
356248	BETADIV	Wanang	Addaea pusilla		1	0	0	1	MAF	Yes	0	Macaranga cf. brachytricha	20.01.2003	PAR	364439	US00211812	USNM00211812	AGAT055	plus	GEN	0	0	0	1	66549	Braconidae	
358933	BETADIV	Wamangu	Addaea pusilla		1	0	0	1	MAP	No	1	Macaranga bifoveata	01.02.2005	PAR	367124	US00504892	USNM00504892	AGAT055	plus	GEN	0	0	0	1	132270	Braconidae	
358952	BETADIV	Wamangu	Addaea pusilla		1	0	0	1	MAA	Yes	0	Macaranga aleuritoides	20.01.2005	PAR	367143	US00503403	USNM00503403	AGAT055	plus	GEN	0	0	0	1	132289	Braconidae	
359072	BETADIV	Morox	Dichomeris sp. XXXX068		1	0	0	1	MAF	Yes	0	Macaranga cf. brachytricha	19.07.2005	PAR	367263	US00643669	USNM00643669	AGAT055	plus	GEN	0	0	0	1	141387	Braconidae	
359151	BETADIV	Morox	Dichomeris sp. XXXX068		1	0	0	1	MAF	Yes	0	Macaranga cf. brachytricha	12.07.2005	PAR	367342	US00645277	USNM00645277	AGAT055	plus	GEN	0	0	0	1	141466	Braconidae	
359428	BETADIV	Morox	Addaea pusilla		1	0	0	1	MAF	Yes	0	Macaranga cf. brachytricha	08.08.2005	PAR	367619	US00645643	USNM00645643	AGAT055	plus	GEN	0	0	0	1	141831	Braconidae	
359435	BETADIV	Morox	Addaea pusilla		1	0	0	1	MAF	Yes	0	Macaranga cf. brachytricha	16.07.2005	PAR	367626	US00644834	USNM00644834	AGAT055	plus	GEN	0	0	0	1	141838	Braconidae	
359437	BETADIV	Morox	Addaea pusilla		1	0	0	1	MAF	Yes	0	Macaranga cf. brachytricha	08.08.2005	PAR	367628	US00645709	USNM00645709	AGAT055	plus	GEN	0	0	0	1	141840	Braconidae	
358007	HS-CATS	Ohu1	Meekiaria sp. BOLD:AAA3374		1	0	0	1	PSS	Yes	1	Psychotria micrococca	28.07.2004	PAR	366198	US00497774	USNM00497774	AGAT074	0	MONO	1	0	0		119776	Braconidae	
358985	BETADIV	Morox	Meekiaria sp. BOLD:AAA3374		1	0	0	1	PSS	Yes	1	Psychotria micrococca	13.07.2005	PAR	367176	US00645359	USNM00645359	AGAT074	0	MONO	1	0	0		141299	Braconidae	
359525	BETADIV	Morox	Meekiaria sp. BOLD:AAA3374		1	0	0	1	PSS	Yes	1	Psychotria micrococca	13.07.2005	PAR	367716	US00644840	USNM00644840	AGAT074	0	MONO	1	0	0		141928	Braconidae	
357136	BETADIV	Yapsiei	Meekiaria purpurea		1	0	0	1	PYB	No	0	Psychotria cf. hollandiae	26.02.2004	PAR	365327	US00454199	USNM00454199	AGAT076	0	GEN	1	0	1		88524	Braconidae	
357168	BETADIV	Yapsiei	Meekiaria sp. BOLD:AAA3374		1	0	0	1	PYR	No	0	Psychotria aff. ectasiphylla	09.03.2004	PAR	365359	US00454231	USNM00454231	AGAT076	0	GEN	1	0	1		88556	Braconidae	
355978	BETADIV	Wanang	Orthaga nr. percnodes		0	0	0	1	SYW	Yes	1	"Syzygium cf. ""stipulare"""	10.12.2002	PAR	364169	US00209076	USNM00209076	AGAT083	0	GEN	1	0	1		58967	Braconidae	
356156	BETADIV	Elem	Ophiorrhabda deceptor		1	0	0	1	SSW	No	0	Syzygium longipes	09.06.2003	PAR	364347	US00211720	USNM00211720	AGAT083	0	GEN	1	0	1		66457	Braconidae	
357142	BETADIV	Yapsiei	Cangetta cf. rectilinea		0	0	0	1	PYR	No	0	Psychotria aff. ectasiphylla	28.01.2004	PAR	365333	US00454205	USNM00454205	AGAT087	0	MONO	1	0	1		88530	Braconidae	
357452	BETADIV	Utai	Glyphodes margaritaria		1	0	0	1	CON	Yes	0	Ficus conocephalifolia	29.07.2004	PAR	365643	US00491675	USNM00491675	APAN002	plus	GEN	0	0	0	1	108492	Braconidae	
357610	BETADIV	Utai	Choreutis cf. anthorma		1	0	0	1	DAM	No	1	Ficus dammaropsis	28.06.2004	PAR	365801	US00492811	USNM00492811	APAN002	plus	GEN	0	0	0	1	108650	Braconidae	
357615	BETADIV	Utai	Glyphodes margaritaria		1	0	0	1	DAM	No	1	Ficus dammaropsis	15.07.2004	PAR	365806	US00492816	USNM00492816	APAN002	plus	GEN	0	0	0	1	108655	Braconidae	
358945	BETADIV	Wamangu	Glyphodes margaritaria		1	0	0	1	BER	Yes	1	Ficus hahliana	07.02.2005	PAR	367136	US00504966	USNM00504966	APAN002	plus	GEN	0	0	0	1	132282	Braconidae	
356811	BETADIV	Niksek	Talanga deliciosa		1	0	0	1	BER	Yes	1	Ficus hahliana	14.09.2003	PAR	365002	US00269816	USNM00269816	APAN002	plus	GEN	0	0	0	1	76010	Braconidae	
357301	BETADIV	Utai	Glyphodes margaritaria		1	0	0	1	DAM	No	1	Ficus dammaropsis	27.07.2004	PAR	365492	US00491764	USNM00491764	APAN002	plus	GEN	0	0	0	1	108339	Braconidae	
